subsystem,reaction
Xenobiotics metabolism,HMR_7030
Xenobiotics metabolism,HMR_7031
Xenobiotics metabolism,HMR_7032
Xenobiotics metabolism,HMR_7033
Xenobiotics metabolism,HMR_7034
Xenobiotics metabolism,HMR_7035
Xenobiotics metabolism,HMR_7036
Xenobiotics metabolism,HMR_7037
Xenobiotics metabolism,HMR_7038
Xenobiotics metabolism,HMR_7039
Xenobiotics metabolism,HMR_7040
Xenobiotics metabolism,HMR_7041
Xenobiotics metabolism,HMR_7042
Xenobiotics metabolism,HMR_7043
Xenobiotics metabolism,HMR_7044
Xenobiotics metabolism,HMR_7045
Xenobiotics metabolism,HMR_7046
Xenobiotics metabolism,HMR_7047
Xenobiotics metabolism,HMR_7048
Xenobiotics metabolism,HMR_7049
Xenobiotics metabolism,HMR_7050
Xenobiotics metabolism,HMR_7051
Xenobiotics metabolism,HMR_7052
Xenobiotics metabolism,HMR_7053
Xenobiotics metabolism,HMR_7054
Xenobiotics metabolism,HMR_7055
Xenobiotics metabolism,HMR_7056
Xenobiotics metabolism,HMR_7057
Xenobiotics metabolism,HMR_7058
Xenobiotics metabolism,HMR_7059
Xenobiotics metabolism,HMR_7060
Xenobiotics metabolism,HMR_7061
Xenobiotics metabolism,HMR_7062
Xenobiotics metabolism,HMR_7063
Xenobiotics metabolism,HMR_7064
Xenobiotics metabolism,HMR_7065
Xenobiotics metabolism,HMR_7066
Xenobiotics metabolism,HMR_7067
Xenobiotics metabolism,HMR_7068
Xenobiotics metabolism,HMR_7069
Xenobiotics metabolism,HMR_7070
Xenobiotics metabolism,HMR_7071
Xenobiotics metabolism,HMR_7072
Xenobiotics metabolism,HMR_7073
Xenobiotics metabolism,HMR_7074
Xenobiotics metabolism,HMR_7075
Xenobiotics metabolism,HMR_7076
Xenobiotics metabolism,HMR_7077
Xenobiotics metabolism,HMR_7078
Xenobiotics metabolism,HMR_7079
Xenobiotics metabolism,HMR_7080
Xenobiotics metabolism,HMR_7081
Xenobiotics metabolism,HMR_7082
Xenobiotics metabolism,HMR_7083
Xenobiotics metabolism,HMR_7084
Xenobiotics metabolism,HMR_7085
Xenobiotics metabolism,HMR_7086
Xenobiotics metabolism,HMR_7087
Xenobiotics metabolism,HMR_7088
Xenobiotics metabolism,HMR_7089
Xenobiotics metabolism,HMR_7090
Xenobiotics metabolism,HMR_7091
Xenobiotics metabolism,HMR_7092
Xenobiotics metabolism,HMR_7093
Xenobiotics metabolism,HMR_7094
Xenobiotics metabolism,HMR_7095
Xenobiotics metabolism,HMR_7096
Xenobiotics metabolism,HMR_7097
Xenobiotics metabolism,HMR_7098
Xenobiotics metabolism,HMR_7099
Xenobiotics metabolism,HMR_7100
Xenobiotics metabolism,HMR_7103
Xenobiotics metabolism,HMR_7104
Xenobiotics metabolism,HMR_7106
"Transport, extracellular",HMR_7109
"Transport, extracellular",HMR_7115
"Transport, extracellular",HMR_7117
"Transport, extracellular",HMR_7119
"Transport, extracellular",HMR_7121
"Transport, extracellular",HMR_7123
"Transport, extracellular",HMR_7125
"Transport, extracellular",HMR_7127
Selenoamino acid metabolism,HMR_7130
Selenoamino acid metabolism,HMR_7131
Selenoamino acid metabolism,HMR_7137
Selenoamino acid metabolism,HMR_7140
Selenoamino acid metabolism,HMR_7141
Folate metabolism,HMR_7145
Folate metabolism,HMR_7146
Folate metabolism,HMR_7147
Nucleotide metabolism,HMR_7160
Nucleotide metabolism,HMR_7161
Nucleotide metabolism,HMR_7162
Nucleotide metabolism,HMR_7163
Nucleotide metabolism,HMR_7164
Ubiquinone synthesis,HMR_7165
Ubiquinone synthesis,HMR_7166
Ubiquinone synthesis,HMR_7167
Ubiquinone synthesis,HMR_7168
Ubiquinone synthesis,HMR_7169
Ubiquinone synthesis,HMR_7170
"Transport, extracellular",HMR_7173
O-glycan metabolism,HMR_7180
O-glycan metabolism,HMR_7181
"Transport, golgi apparatus",HMR_7182
"Transport, extracellular",HMR_7184
Inositol phosphate metabolism,HMR_7185
Inositol phosphate metabolism,HMR_7186
Inositol phosphate metabolism,HMR_7187
Inositol phosphate metabolism,HMR_7188
O-glycan metabolism,HMR_7197
"Transport, lysosomal",HMR_7198
"Transport, lysosomal",HMR_7199
N-glycan metabolism,HMR_7255
N-glycan metabolism,HMR_7256
"Transport, endoplasmic reticular",HMR_7257
N-glycan metabolism,HMR_7265
N-glycan metabolism,HMR_7268
N-glycan metabolism,HMR_7269
N-glycan metabolism,HMR_7270
N-glycan metabolism,HMR_7271
N-glycan metabolism,HMR_7274
N-glycan metabolism,HMR_7275
N-glycan metabolism,HMR_7276
N-glycan metabolism,HMR_7277
N-glycan metabolism,HMR_7278
N-glycan metabolism,HMR_7279
"Transport, lysosomal",HMR_7283
N-glycan metabolism,HMR_7328
N-glycan metabolism,HMR_7329
"Transport, golgi apparatus",HMR_7330
"Transport, golgi apparatus",HMR_7431
"Transport, golgi apparatus",HMR_7432
"Transport, golgi apparatus",HMR_7435
"Transport, golgi apparatus",HMR_7437
Keratan sulfate degradation,HMR_7469
Glycerophospholipid metabolism,HMR_7594
Glycerophospholipid metabolism,HMR_7597
Glycerophospholipid metabolism,HMR_7599
Glycerophospholipid metabolism,HMR_7602
Glycerophospholipid metabolism,HMR_7604
Glycerophospholipid metabolism,HMR_7605
Glycerophospholipid metabolism,HMR_7606
Glycerophospholipid metabolism,HMR_7607
Glycerophospholipid metabolism,HMR_7610
Glycerophospholipid metabolism,HMR_7614
Glycerophospholipid metabolism,HMR_7615
Protein modification,HMR_7616
Protein modification,HMR_7617
Protein modification,HMR_7618
Protein modification,HMR_7619
Selenoamino acid metabolism,HMR_7620
Protein modification,HMR_7621
Protein modification,HMR_7622
NAD metabolism,HMR_7623
Protein modification,HMR_7624
NAD metabolism,HMR_7625
Protein modification,HMR_7626
Phenylalanine metabolism,HMR_7628
Inositol phosphate metabolism,HMR_7652
Inositol phosphate metabolism,HMR_7656
"Transport, extracellular",HMR_7660
NAD metabolism,HMR_7677
NAD metabolism,HMR_7678
Aminosugar metabolism,HMR_7698
"Transport, extracellular",HMR_7700
"Glycine, serine, alanine, and threonine metabolism",HMR_7703
"Transport, lysosomal",HMR_7711
"Transport, nuclear",HMR_7712
"Transport, lysosomal",HMR_7715
"Transport, lysosomal",HMR_7720
"Transport, lysosomal",HMR_7724
"Transport, lysosomal",HMR_7727
Miscellaneous,HMR_7741
"Transport, golgi apparatus",HMR_7743
Pyrimidine synthesis,HMR_7744
Glycolysis/gluconeogenesis,HMR_7745
Glycolysis/gluconeogenesis,HMR_7746
Glycolysis/gluconeogenesis,HMR_7747
Glycolysis/gluconeogenesis,HMR_7748
Glycolysis/gluconeogenesis,HMR_7749
Glycerophospholipid metabolism,HMR_7755
Phenylalanine metabolism,HMR_7756
"Transport, mitochondrial",HMR_7757
"Transport, mitochondrial",HMR_7758
"Transport, golgi apparatus",HMR_7759
"Transport, mitochondrial",HMR_7760
"Transport, golgi apparatus",HMR_7761
"Transport, mitochondrial",HMR_7897
"Transport, extracellular",HMR_7898
"Transport, mitochondrial",HMR_7899
"Transport, extracellular",HMR_7900
"Transport, extracellular",HMR_7901
"Transport, extracellular",HMR_7903
"Transport, extracellular",HMR_7906
"Transport, endoplasmic reticular",HMR_7944
"Transport, endoplasmic reticular",HMR_7947
"Transport, endoplasmic reticular",HMR_7949
"Transport, extracellular",HMR_7977
"Transport, extracellular",HMR_8023
"Transport, extracellular",HMR_8056
"Transport, golgi apparatus",HMR_8084
"Transport, golgi apparatus",HMR_8086
"Transport, extracellular",HMR_8090
Sphingolipid metabolism,HMR_8211
Sphingolipid metabolism,HMR_8218
Blood group synthesis,HMR_8271
Blood group synthesis,HMR_8287
"Transport, extracellular",HMR_8374
Inositol phosphate metabolism,HMR_8378
Inositol phosphate metabolism,HMR_8395
Inositol phosphate metabolism,HMR_8397
Inositol phosphate metabolism,HMR_8399
"Transport, mitochondrial",HMR_8418
"Transport, mitochondrial",HMR_8475
"Transport, nuclear",HMR_8476
"Transport, lysosomal",HMR_8490
"Transport, lysosomal",HMR_8491
"Transport, lysosomal",HMR_8492
Pyruvate metabolism,HMR_8501
"Transport, mitochondrial",HMR_8505
"Transport, mitochondrial",HMR_8510
Tyrosine metabolism,HMR_8540
"Transport, mitochondrial",HMR_8562
"Transport, extracellular",HMR_8567
Starch and sucrose metabolism,HMR_8570
Starch and sucrose metabolism,HMR_8571
Starch and sucrose metabolism,HMR_8572
Starch and sucrose metabolism,HMR_8573
Starch and sucrose metabolism,HMR_8574
Starch and sucrose metabolism,HMR_8575
Starch and sucrose metabolism,HMR_8576
Starch and sucrose metabolism,HMR_8577
Starch and sucrose metabolism,HMR_8578
Starch and sucrose metabolism,HMR_8579
Starch and sucrose metabolism,HMR_8580
Starch and sucrose metabolism,HMR_8582
Starch and sucrose metabolism,HMR_8585
"Transport, lysosomal",HMR_8588
"Transport, lysosomal",HMR_8590
Arginine and proline metabolism,HMR_8608
"Transport, nuclear",HMR_8639
Miscellaneous,HMR_8643
"Transport, extracellular",HMR_8670
Thiamine metabolism,HMR_8746
Miscellaneous,HMR_8749
Miscellaneous,HMR_8750
Galactose metabolism,HMR_8761
Galactose metabolism,HMR_8762
"Transport, mitochondrial",HMR_8776
"Transport, mitochondrial",HMR_8785
Phenylalanine metabolism,HMR_8796
"Transport, extracellular",HMR_8798
"Transport, extracellular",HMR_8877
"Transport, extracellular",HMR_8884
"Transport, peroxisomal",HMR_9014
"Transport, lysosomal",HMR_9016
"Transport, nuclear",HMR_9017
"Transport, lysosomal",HMR_9018
"Transport, mitochondrial",HMR_9019
Exchange/demand reaction,HMR_9022
"Transport, extracellular",HMR_9173
"Transport, mitochondrial",HMR_9174
"Transport, extracellular",HMR_9175
"Transport, extracellular",HMR_9176
"Transport, endoplasmic reticular",HMR_9177
"Transport, extracellular",HMR_9178
"Transport, peroxisomal",HMR_9179
"Transport, extracellular",HMR_9180
"Transport, extracellular",HMR_9183
"Transport, extracellular",HMR_9184
"Transport, extracellular",HMR_9185
"Transport, extracellular",HMR_9187
"Transport, extracellular",HMR_9188
"Transport, extracellular",HMR_9189
"Transport, extracellular",HMR_9191
"Transport, golgi apparatus",HMR_9199
"Transport, endoplasmic reticular",HMR_9200
Miscellaneous,HMR_9464
Miscellaneous,HMR_9484
Miscellaneous,HMR_9485
Miscellaneous,HMR_9487
Miscellaneous,HMR_9488
Miscellaneous,HMR_9489
Miscellaneous,HMR_9490
Miscellaneous,HMR_9491
Miscellaneous,HMR_9492
Miscellaneous,HMR_9493
Miscellaneous,HMR_9494
Miscellaneous,HMR_9495
Miscellaneous,HMR_9496
Miscellaneous,HMR_9497
Miscellaneous,HMR_9498
Miscellaneous,HMR_9499
Miscellaneous,HMR_9500
Miscellaneous,HMR_9501
Miscellaneous,HMR_9502
Miscellaneous,HMR_9503
Miscellaneous,HMR_9504
Miscellaneous,HMR_9505
Miscellaneous,HMR_9506
Miscellaneous,HMR_9507
Miscellaneous,HMR_9508
Miscellaneous,HMR_9509
Miscellaneous,HMR_9510
Miscellaneous,HMR_9511
Miscellaneous,HMR_9512
Miscellaneous,HMR_9513
Miscellaneous,HMR_9514
Miscellaneous,HMR_9515
Miscellaneous,HMR_9516
Miscellaneous,HMR_9517
Miscellaneous,HMR_9518
Miscellaneous,HMR_9519
Miscellaneous,HMR_9520
Miscellaneous,HMR_9521
Miscellaneous,HMR_9522
Miscellaneous,HMR_9523
Miscellaneous,HMR_9524
Miscellaneous,HMR_9525
Miscellaneous,HMR_9527
Miscellaneous,HMR_9528
Miscellaneous,HMR_9529
Miscellaneous,HMR_9530
Miscellaneous,HMR_9531
Miscellaneous,HMR_9532
Miscellaneous,HMR_9534
Miscellaneous,HMR_9535
Miscellaneous,HMR_9536
Miscellaneous,HMR_9537
Miscellaneous,HMR_9538
Miscellaneous,HMR_9539
Miscellaneous,HMR_9541
Miscellaneous,HMR_9542
Miscellaneous,HMR_9543
Miscellaneous,HMR_9544
Miscellaneous,HMR_9545
Miscellaneous,HMR_9546
Miscellaneous,HMR_9547
Miscellaneous,HMR_9548
Miscellaneous,HMR_9549
Miscellaneous,HMR_9550
Miscellaneous,HMR_9551
Miscellaneous,HMR_9552
Miscellaneous,HMR_9554
Miscellaneous,HMR_9561
Miscellaneous,HMR_9575
Miscellaneous,HMR_9577
Miscellaneous,HMR_9578
Miscellaneous,HMR_9579
"Transport, extracellular",HMR_9580
"Transport, extracellular",HMR_9581
"Transport, extracellular",HMR_9582
"Transport, extracellular",HMR_9583
"Transport, extracellular",HMR_9584
"Transport, extracellular",HMR_9585
"Transport, extracellular",HMR_9586
"Transport, extracellular",HMR_9587
"Transport, extracellular",HMR_9588
"Transport, extracellular",HMR_9590
"Transport, extracellular",HMR_9593
"Transport, extracellular",HMR_9602
"Transport, extracellular",HMR_9603
"Transport, extracellular",HMR_9604
"Transport, extracellular",HMR_9605
"Transport, extracellular",HMR_9607
"Transport, extracellular",HMR_9608
"Transport, extracellular",HMR_9609
"Transport, extracellular",HMR_9610
"Transport, extracellular",HMR_9612
"Transport, extracellular",HMR_9613
"Transport, extracellular",HMR_9614
"Transport, extracellular",HMR_9615
"Transport, extracellular",HMR_9617
"Transport, extracellular",HMR_9619
"Transport, extracellular",HMR_9620
"Transport, extracellular",HMR_9621
"Transport, extracellular",HMR_9622
"Transport, extracellular",HMR_9623
"Transport, extracellular",HMR_9624
"Transport, endoplasmic reticular",HMR_9625
"Transport, endoplasmic reticular",HMR_9626
"Transport, endoplasmic reticular",HMR_9627
"Transport, endoplasmic reticular",HMR_9628
"Transport, endoplasmic reticular",HMR_9629
"Transport, endoplasmic reticular",HMR_9630
"Transport, endoplasmic reticular",HMR_9631
"Transport, endoplasmic reticular",HMR_9632
"Transport, endoplasmic reticular",HMR_9633
"Transport, endoplasmic reticular",HMR_9634
"Transport, extracellular",HMR_9635
"Transport, extracellular",HMR_9637
"Transport, extracellular",HMR_9638
"Transport, extracellular",HMR_9639
"Transport, extracellular",HMR_9640
"Transport, extracellular",HMR_9642
"Transport, extracellular",HMR_9643
"Transport, extracellular",HMR_9644
"Transport, extracellular",HMR_9645
"Transport, extracellular",HMR_9646
"Transport, extracellular",HMR_9647
"Transport, extracellular",HMR_9648
"Transport, extracellular",HMR_9651
"Transport, extracellular",HMR_9652
"Transport, extracellular",HMR_9653
"Transport, extracellular",HMR_9654
"Transport, extracellular",HMR_9656
"Transport, extracellular",HMR_9657
"Transport, extracellular",HMR_9658
"Transport, extracellular",HMR_9659
"Transport, extracellular",HMR_9660
"Transport, extracellular",HMR_9661
"Transport, extracellular",HMR_9662
"Transport, extracellular",HMR_9663
"Transport, golgi apparatus",HMR_9665
"Transport, golgi apparatus",HMR_9666
"Transport, golgi apparatus",HMR_9667
"Transport, golgi apparatus",HMR_9669
"Transport, golgi apparatus",HMR_9670
"Transport, golgi apparatus",HMR_9671
"Transport, lysosomal",HMR_9672
"Transport, nuclear",HMR_9673
"Transport, nuclear",HMR_9674
"Transport, mitochondrial",HMR_9676
"Transport, mitochondrial",HMR_9677
"Transport, peroxisomal",HMR_9678
"Transport, peroxisomal",HMR_9679
"Transport, peroxisomal",HMR_9680
"Transport, endoplasmic reticular",HMR_9716
Heme synthesis,HMR_9717
"Glycine, serine, alanine, and threonine metabolism",HMR_9718
Fatty acid oxidation,HMR_9719
"Transport, extracellular",HMR_9720
Vitamin K metabolism,HMR_9722
"Transport, lysosomal",HMR_9723
"Transport, endoplasmic reticular",HMR_9724
Folate metabolism,HMR_9726
Starch and sucrose metabolism,HMR_9727
"Transport, extracellular",HMR_9728
"Transport, extracellular",HMR_9731
"Transport, endoplasmic reticular",HMR_9732
Tyrosine metabolism,HMR_9733
Tyrosine metabolism,HMR_9734
Protein modification,HMR_9735
"Transport, lysosomal",HMR_9738
"Transport, lysosomal",HMR_9739
"Transport, lysosomal",HMR_9740
"Transport, lysosomal",HMR_9741
"Transport, lysosomal",HMR_9742
"Transport, lysosomal",HMR_9743
"Transport, lysosomal",HMR_9744
"Transport, lysosomal",HMR_9745
"Transport, lysosomal",HMR_9746
"Transport, lysosomal",HMR_9747
"Transport, lysosomal",HMR_9748
"Transport, lysosomal",HMR_9749
"Transport, lysosomal",HMR_9750
"Transport, lysosomal",HMR_9751
"Transport, lysosomal",HMR_9752
"Transport, lysosomal",HMR_9753
"Transport, lysosomal",HMR_9754
"Transport, lysosomal",HMR_9755
"Transport, lysosomal",HMR_9756
"Transport, lysosomal",HMR_9757
"Transport, lysosomal",HMR_9758
"Transport, lysosomal",HMR_9759
"Transport, lysosomal",HMR_9760
"Transport, lysosomal",HMR_9761
"Transport, lysosomal",HMR_9763
"Transport, lysosomal",HMR_9764
"Transport, lysosomal",HMR_9765
"Transport, lysosomal",HMR_9766
"Transport, lysosomal",HMR_9767
"Transport, lysosomal",HMR_9771
"Transport, lysosomal",HMR_9772
"Transport, lysosomal",HMR_9773
"Transport, lysosomal",HMR_9776
"Transport, lysosomal",HMR_9777
"Transport, lysosomal",HMR_9778
"Transport, lysosomal",HMR_9781
"Transport, lysosomal",HMR_9782
"Transport, lysosomal",HMR_9783
"Transport, lysosomal",HMR_9784
"Transport, lysosomal",HMR_9785
"Transport, lysosomal",HMR_9787
"Transport, lysosomal",HMR_9790
"Transport, lysosomal",HMR_9791
"Transport, lysosomal",HMR_9792
"Transport, lysosomal",HMR_9794
"Transport, lysosomal",HMR_9795
"Transport, lysosomal",HMR_9796
Purine catabolism,HMR_9797
Miscellaneous,HMR_9798
Pentose phosphate pathway,HMR_9799
Pentose phosphate pathway,HMR_9800
Miscellaneous,HMR_9801
Glutamate metabolism,HMR_9802
Propanoate metabolism,HMR_9803
Propanoate metabolism,HMR_9804
Glycerophospholipid metabolism,HMR_9805
Miscellaneous,HMR_9806
Miscellaneous,HMR_9807
Protein degradation,HMR_9817
Protein degradation,HMR_9818
Exchange/demand reaction,HMR_biomass_Renalcancer
Exchange/demand reaction,DM_HMR_biomass_renalcancer
Exchange/demand reaction,EX_M03044[e]
Exchange/demand reaction,EX_M01403[e]
Exchange/demand reaction,EX_CN0020[e]
Exchange/demand reaction,EX_M00932[e]
Exchange/demand reaction,EX_M00545[e]
Exchange/demand reaction,EX_M00228[e]
Exchange/demand reaction,EX_M00242[e]
Exchange/demand reaction,EX_M02957[e]
Exchange/demand reaction,EX_M01570[e]
Exchange/demand reaction,EX_M03147[e]
Exchange/demand reaction,EX_M02048[e]
Exchange/demand reaction,EX_M02353[e]
Exchange/demand reaction,EX_M01569[e]
Exchange/demand reaction,EX_M03146[e]
Exchange/demand reaction,EX_M02047[e]
Exchange/demand reaction,EX_M02352[e]
Exchange/demand reaction,EX_apoC_Lys[e]
Exchange/demand reaction,EX_pre_prot[e]
Exchange/demand reaction,EX_dad_5[e]
Exchange/demand reaction,EX_M02723[e]
Exchange/demand reaction,EX_xtp[e]
Exchange/demand reaction,EX_adpglc[e]
Exchange/demand reaction,EX_M03161[e]
Exchange/demand reaction,sink_xolest2_hs[l]
Exchange/demand reaction,HMR_9725
Exchange/demand reaction,HMR_0031
Exchange/demand reaction,HMR_0032
Exchange/demand reaction,biomass_components
Exchange/demand reaction,cofactors_vitamins
Exchange/demand reaction,vitaminA
Exchange/demand reaction,vitaminD
Exchange/demand reaction,vitaminE
Exchange/demand reaction,xenobiotics
Exchange/demand reaction,arachidonates
Exchange/demand reaction,steroids
Exchange/demand reaction,others
"Transport, peroxisomal",HMR_7596
Fatty acid synthesis,HMR_2957
Inositol phosphate metabolism,HMR_6580
Inositol phosphate metabolism,HMR_6588
Bile acid synthesis,HMR_1800
Bile acid synthesis,HMR_1635
Arachidonic acid metabolism,HMR_1048
Cholesterol metabolism,HMR_1484
Vitamin A metabolism,HMR_6686
Leukotriene metabolism,HMR_1264
Leukotriene metabolism,HMR_1233
Bile acid synthesis,HMR_1691
Leukotriene metabolism,HMR_1151
Arachidonic acid metabolism,HMR_0980
Cholesterol metabolism,HMR_1467
Tetrahydrobiopterin metabolism,HMR_4816
Steroid metabolism,HMR_1644
Heme synthesis,HMR_4772
Cholesterol metabolism,HMR_1500
Protein assembly,HMR_5151
Protein assembly,HMR_5152
Protein assembly,HMR_5153
Protein assembly,HMR_5154
Protein assembly,HMR_5155
Protein assembly,HMR_5156
Protein assembly,HMR_5157
Protein assembly,HMR_5158
Protein assembly,HMR_5159
Protein assembly,HMR_5160
Protein assembly,HMR_5161
Protein assembly,HMR_5162
Protein assembly,HMR_5163
Protein assembly,HMR_5164
Protein assembly,HMR_5165
Protein assembly,HMR_5166
Protein assembly,HMR_5167
Protein assembly,HMR_5168
Protein assembly,HMR_5172
Fatty acid oxidation,HMR_3264
Fatty acid oxidation,HMR_3256
Fatty acid oxidation,HMR_3258
Leukotriene metabolism,HMR_1147
Arachidonic acid metabolism,HMR_1049
Arachidonic acid metabolism,HMR_1018
Leukotriene metabolism,HMR_1149
Eicosanoid metabolism,HMR_1383
Aminosugar metabolism,HMR_4531
Arginine and proline metabolism,HMR_6955
Vitamin A metabolism,HMR_6672
Phenylalanine metabolism,HMR_6822
"Transport, mitochondrial",HMR_5099
Miscellaneous,EX_nadh[e]
Exchange/demand reaction,EX_glc_D[e]
Exchange/demand reaction,EX_sbt_D[e]
"Transport, extracellular",12DHCHOLabc
"Transport, extracellular",12DHCHOLt
"Transport, extracellular",12DHCHOLt2
Bile acid synthesis,3DHCAS
Bile acid synthesis,3DHCDCAS
"Transport, extracellular",3DHCDCHOLabc
"Transport, extracellular",3DHCDCHOLt
"Transport, extracellular",3DHCDCHOLt2
"Transport, extracellular",3DHCHOLabc
"Transport, extracellular",3DHCHOLt
"Transport, extracellular",3DHCHOLt2
"Transport, extracellular",3DHDCAabc
Bile acid synthesis,3DHDCAS
"Transport, extracellular",3DHDCAt
"Transport, extracellular",3DHDCAt2
"Transport, extracellular",3DHLCAabc
Bile acid synthesis,3DHLCAS
"Transport, extracellular",3DHLCAt
"Transport, extracellular",3DHLCAt2
"Transport, extracellular",7DHCDCHOLabc
"Transport, extracellular",7DHCDCHOLt
"Transport, extracellular",7DHCDCHOLt2
"Transport, extracellular",7DHCHOLabc
"Transport, extracellular",7DHCHOLt
"Transport, extracellular",7DHCHOLt2
Bile acid synthesis,CA24GSc
Bile acid synthesis,CA24GSr
"Transport, extracellular",CA24Gte
